O*NET-SOC Code	Alternate Title	Short Title	Source(s)
51-9081.00	Dental Appliance Fixer	n/a	04,06
51-9081.00	Dental Appliance Mechanic	n/a	04,06
51-9081.00	Dental Appliance Repairer	n/a	04,06
51-9081.00	Dental Ceramist	n/a	02,04,06,08,10
51-9081.00	Dental Ceramist Assistant	n/a	08
51-9081.00	Dental Equipment Installer and Servicer	n/a	04,06
51-9081.00	Dental Instrument Maker	n/a	04,06
51-9081.00	Dental Laboratory Technician (Dental Lab Tech)	Dental Lab Tech	02,10
51-9081.00	Dental Laboratory Worker (Dental Lab Worker)	Dental Lab Worker	04,06
51-9081.00	Dental Mechanic	n/a	04,06
51-9081.00	Dental Mold Maker	n/a	04,06
51-9081.00	Dental Technician (Dental Tech)	Dental Tech	02,04,10
51-9081.00	Dental Technologist	n/a	02,09
51-9081.00	Denture Contour Wire Specialist	n/a	08
51-9081.00	Denture Finisher	n/a	02,08
51-9081.00	Denture Laboratory Technician (Denture Lab Tech)	Denture Lab Tech	02,10
51-9081.00	Denture Technician (Denture Tech)	Denture Tech	02
51-9081.00	Denture Waxer	n/a	02,08
51-9081.00	Laboratory Technician (Lab Tech)	Lab Tech	02,04
51-9081.00	Metal Finisher	n/a	02
51-9081.00	Metal Room Dental Technician (Metal Room Dental Tech)	Metal Room Dental Tech	02
51-9081.00	Model and Dye Person	n/a	02
51-9081.00	Model Technician (Model Tech)	Model Tech	02
51-9081.00	Orthodontic Band Maker (Ortho Band Maker)	Ortho Band Maker	08
51-9081.00	Orthodontic Laboratory Technician (Ortho Lab Tech)	Ortho Lab Tech	02
51-9081.00	Orthodontic Technician (Ortho Tech)	Ortho Tech	02,04,06,08,10
51-9081.00	Orthotic and Prosthetic Technician (Orthotic and Prosthetic Tech)	Orthotic and Prosthetic Tech	10
51-9081.00	Orthotic Prosthetic Technician (Orthotic Prosthetic Tech)	Orthotic Prosthetic Tech	10
51-9081.00	Porcelain Finisher	n/a	02
51-9081.00	Porcelain Technician (Porcelain Tech)	Porcelain Tech	02
51-9081.00	Waxer	n/a	02
51-9082.00	Arch Support Maker	n/a	04,06
51-9082.00	Arch Support Technician	n/a	04,06,08
51-9082.00	Arch-Support Maker	n/a	04
51-9082.00	Artificial Limb Maker	n/a	04,06
51-9082.00	Artificial Plastic Eye Maker	n/a	08
51-9082.00	Brace Maker	n/a	04,06
51-9082.00	Certified Pedorthotist	n/a	02
51-9082.00	Fabrication Specialist	n/a	10
51-9082.00	Hearing Aid Repair Technician	n/a	02,04
51-9082.00	Lab Technician	n/a	02
51-9082.00	Medical Appliance Maker	n/a	04,06
51-9082.00	Medical Assembler	n/a	09,10
51-9082.00	Medical Device Assembler	n/a	10
51-9082.00	Medical or Surgical Instrument Maker	n/a	04,06
51-9082.00	Model Maker	n/a	04
51-9082.00	Orthopaedic Technician	n/a	02,04
51-9082.00	Orthopaedic Technologist	n/a	04
51-9082.00	Orthopedic Brace Maker	n/a	04,06
51-9082.00	Orthopedic Manufacturing Technologist	n/a	04
51-9082.00	Orthopedic Technician	n/a	02,04,06
51-9082.00	Orthotic and Prosthetic Technician (O and P Technician)	O and P Technician	02
51-9082.00	Orthotic Fabricator Technician	n/a	02,04
51-9082.00	Orthotic Finish Grinding Technician	n/a	04
51-9082.00	Orthotic Fitter	n/a	10
51-9082.00	Orthotic Technician	n/a	02
51-9082.00	Orthotics Fitter	n/a	02,04
51-9082.00	Orthotics Technician	n/a	04,06,08
51-9082.00	Prosthetic Lab Technician	n/a	02
51-9082.00	Prosthetic Technician	n/a	02
51-9082.00	Prosthetics Fabrication Technician	n/a	02,04
51-9082.00	Prosthetics Lab Technician	n/a	04
51-9082.00	Prosthetics Technician	n/a	02,04,06,08
51-9082.00	Registered Prosthetic Orthotic Technician	n/a	02
51-9082.00	Restoration Officer	n/a	04,06
51-9082.00	Restoration Technician	n/a	04,06
51-9082.00	Surgical Appliance Fitter	n/a	04,06
51-9082.00	Surgical Brace Maker	n/a	04,06
51-9082.00	Surgical Instrument Maker	n/a	04,06
51-9083.00	Artificial Glass Eye Maker	n/a	04,06
51-9083.00	Artificial Plastic Eye Maker	n/a	04,06
51-9083.00	Bench Hand	n/a	04,06
51-9083.00	Benchroom Shop Optician	n/a	08
51-9083.00	Bevel Polisher	n/a	04,06
51-9083.00	Beveler	n/a	04,06
51-9083.00	Contact Lens Blocker	n/a	04,06
51-9083.00	Contact Lens Blocker and Cutter	n/a	08
51-9083.00	Contact Lens Cutter	n/a	04,06
51-9083.00	Contact Lens Lathe Operator	n/a	08
51-9083.00	Contact Lens Manufacturer	n/a	04,06
51-9083.00	Contact Lens Technician	n/a	04,06
51-9083.00	Cylinder Grinder	n/a	04,06
51-9083.00	Cylinder Worker	n/a	04,06
51-9083.00	Diamond Grinder	n/a	04,06
51-9083.00	Dotter	n/a	04,06
51-9083.00	Driller	n/a	04,06
51-9083.00	Edge Grinder	n/a	04,06
51-9083.00	Edger	n/a	02,04,06
51-9083.00	Edger Technician	n/a	02
51-9083.00	Eyeglass Assembler	n/a	04
51-9083.00	Eyeglass Cutter	n/a	04,06
51-9083.00	Eyeglass Lens Cutter	n/a	04,08
51-9083.00	Eyeglass Maker	n/a	04,06
51-9083.00	Finishing Lab Technician	n/a	02
51-9083.00	Glass Cutter	n/a	04,06
51-9083.00	Glass Frame Fitter	n/a	04,06
51-9083.00	Glass Silverer	n/a	04,06
51-9083.00	Hand Glass Cutter	n/a	08
51-9083.00	Hand Lens Polisher	n/a	08
51-9083.00	Hospital Laboratory Technician (Hospital Lab Technician)	Hospital Lab Technician	10
51-9083.00	Lab Technician (Laboratory Technician)	Lab Technician	02
51-9083.00	Lens Cementer	n/a	04,06
51-9083.00	Lens Coating Technician	n/a	09
51-9083.00	Lens Cutter	n/a	04,06
51-9083.00	Lens Dotter	n/a	04,06
51-9083.00	Lens Edger	n/a	04,06
51-9083.00	Lens Fabricating Machine Tender	n/a	04,06
51-9083.00	Lens Finisher	n/a	04,06
51-9083.00	Lens Generator	n/a	04,06
51-9083.00	Lens Grinder	n/a	04,06
51-9083.00	Lens Grinder and Polisher	n/a	02,04
51-9083.00	Lens Maker	n/a	04,06
51-9083.00	Lens Mold Setter	n/a	08
51-9083.00	Lens Mounter	n/a	04,06
51-9083.00	Lens Polisher	n/a	04,06
51-9083.00	Lens Shaper Grinder	n/a	04,06
51-9083.00	Lens Silverer	n/a	04,06
51-9083.00	Line Operator	n/a	02
51-9083.00	Ophthalmic Technician	n/a	06
51-9083.00	Optical Coating Technician	n/a	10
51-9083.00	Optical Element Coater	n/a	08
51-9083.00	Optical Goods Drill Operator	n/a	04,06
51-9083.00	Optical Goods Drilling Machine Operator	n/a	04,06
51-9083.00	Optical Instrument Assembler	n/a	08
51-9083.00	Optical Lab Technician (Optical Laboratory Technician)	Optical Lab Technician	02
51-9083.00	Optical Laboratory Mechanic	n/a	09
51-9083.00	Optical Mechanic	n/a	04,06
51-9083.00	Optical Technician	n/a	02,04,06,10
51-9083.00	Optical Worker	n/a	04,06
51-9083.00	Polisher	n/a	02,04
51-9083.00	Precision Lens Centerer and Edger	n/a	04,06
51-9083.00	Precision Lens Generator	n/a	04,06
51-9083.00	Precision Lens Grinder	n/a	04,06,08
51-9083.00	Precision Lens Polisher	n/a	04,06
51-9083.00	Precision Optical Goods Worker	n/a	04,06
51-9083.00	Prescription Eyeglass Maker	n/a	04
51-9083.00	Prism Measurer	n/a	04,06
51-9083.00	Spectacle Truer	n/a	04,06
51-9083.00	Spotter	n/a	04
51-9083.00	Surface Room Shop Optician	n/a	08
51-9083.00	Surface Technician	n/a	10
51-9083.00	Surfacer	n/a	04,06
51-9083.00	Surfacing Technician	n/a	02
51-9083.00	Test Technician	n/a	10
51-9111.00	Ampoule Filler	n/a	04,06,08
51-9111.00	Ampoule Sealer	n/a	04,06
51-9111.00	Apple Press Operator	n/a	04,06
51-9111.00	Assembly Line Worker	n/a	04,06
51-9111.00	Assembly Person	n/a	04
51-9111.00	Assembly Worker	n/a	04,06
51-9111.00	Auto Roller	n/a	08
51-9111.00	Automatic Cigar Wrapper Tender	n/a	08
51-9111.00	Automatic Packer Operator	n/a	08
51-9111.00	Bag Bundler	n/a	04,06
51-9111.00	Bag Loader Machine Operator	n/a	04,06
51-9111.00	Bagging Machine Operator	n/a	04,06
51-9111.00	Baler	n/a	08
51-9111.00	Baling Machine Tender	n/a	08
51-9111.00	Bandage Wrapping Machine Operator	n/a	04,06
51-9111.00	Bander	n/a	04
51-9111.00	Barrel Filler	n/a	04,06
51-9111.00	Base Filler	n/a	04,06
51-9111.00	Base-Filler Operator	n/a	08
51-9111.00	BB Shot Packer	n/a	08
51-9111.00	Belt Worker	n/a	04,06
51-9111.00	Blister Pack Operator	n/a	04,06
51-9111.00	Blister Packaging Machine Operator	n/a	04,06
51-9111.00	Blocker	n/a	04
51-9111.00	Bottle Capper	n/a	04,06
51-9111.00	Bottle Capping Machine Operator	n/a	04,06
51-9111.00	Bottle Caser	n/a	04,06
51-9111.00	Bottle Filler	n/a	04,06
51-9111.00	Bottle Labeler	n/a	04,06
51-9111.00	Bottle Line Worker	n/a	04,06
51-9111.00	Bottle Packer	n/a	04,06,08
51-9111.00	Bottler	n/a	04,06
51-9111.00	Bottling Line Operator	n/a	04,06
51-9111.00	Bottling Machine Operator	n/a	04,06
51-9111.00	Bottling Room Worker	n/a	04,06
51-9111.00	Box Closing Machine Operator	n/a	04,06
51-9111.00	Box Strapper	n/a	04,06
51-9111.00	Boxer Operator	n/a	04,06
51-9111.00	Boxing Machine Operator	n/a	04,06
51-9111.00	Bread Wrapper	n/a	04,06
51-9111.00	Bread Wrapper Operator	n/a	04,06
51-9111.00	Bullet Charging Machine Operator	n/a	04,06
51-9111.00	Bunch Maker	n/a	04,06,08
51-9111.00	Bundler	n/a	02
51-9111.00	Bundling Machine Operator	n/a	04,06
51-9111.00	Can Capper	n/a	04,06
51-9111.00	Can Closing Machine Operator	n/a	04,06
51-9111.00	Can Closing Machine Tender	n/a	08
51-9111.00	Can Coverer	n/a	04,06
51-9111.00	Can Filler	n/a	04,06
51-9111.00	Can Labeler	n/a	04,06
51-9111.00	Can Line Operator	n/a	04,06
51-9111.00	Can Sealer	n/a	04,06
51-9111.00	Candle Wrapping Machine Operator	n/a	08
51-9111.00	Candy Wrapping Machine Operator	n/a	04,06
51-9111.00	Canner	n/a	04,06
51-9111.00	Cannery Worker	n/a	04,06
51-9111.00	Canning Machine Operator	n/a	04,06
51-9111.00	Capper	n/a	04,06
51-9111.00	Capper Machine Operator	n/a	04,06
51-9111.00	Capping Machine Operator	n/a	04,06
51-9111.00	Capsule Filler	n/a	04,06
51-9111.00	Capsule Filling Machine Operator	n/a	04,06
51-9111.00	Capsule Machine Operator	n/a	04,06
51-9111.00	Capsule Maker	n/a	04,06
51-9111.00	Carder	n/a	04,06,08
51-9111.00	Carton Filling Machine Operator	n/a	04,06
51-9111.00	Carton Machine Operator	n/a	04,06
51-9111.00	Carton Packaging Machine Operator	n/a	04,06
51-9111.00	Cartridge Filler	n/a	04,06
51-9111.00	Case Loader Operator	n/a	04,06
51-9111.00	Case Packer and Sealer	n/a	08
51-9111.00	Casing Finisher and Stuffer	n/a	04,06
51-9111.00	Casing Runner	n/a	04,06
51-9111.00	Casing Running Machine Tender	n/a	04,06
51-9111.00	Cellophaner	n/a	08
51-9111.00	Chemical Operator	n/a	02
51-9111.00	Cigar Bander	n/a	04,06
51-9111.00	Cigar Brander	n/a	08
51-9111.00	Cigarette Packer	n/a	04,06
51-9111.00	Cigarette Packing Machine Operator	n/a	04,06
51-9111.00	Closing Machine Operator	n/a	02
51-9111.00	Comfort Filler	n/a	04,06
51-9111.00	Computer Numerical Control Machine Operator (CNC Machine Operator)	CNC Machine Operator	02
51-9111.00	Corker	n/a	04,06
51-9111.00	Corking Machine Operator	n/a	04,06
51-9111.00	Cotton Baler	n/a	08
51-9111.00	Cotton Roll Packer	n/a	04,06
51-9111.00	Cubing Machine Tender	n/a	08
51-9111.00	Cylinder Filler	n/a	04,06,08
51-9111.00	Drum Filler	n/a	04,06
51-9111.00	Dumping Machine Operator	n/a	04,06
51-9111.00	Dynamite Packing Machine Operator	n/a	04,06
51-9111.00	Filler	n/a	04,06
51-9111.00	Filler Machine Operator	n/a	04,06
51-9111.00	Filler Operator	n/a	02,04,06,10
51-9111.00	Filling Machine Operator	n/a	04,06
51-9111.00	Filling Machine Tender	n/a	08
51-9111.00	Filling Room Operator	n/a	04,06
51-9111.00	Foam Charger	n/a	08
51-9111.00	Foam Dispenser	n/a	08
51-9111.00	Food Bagging Machine Operator	n/a	04,06
51-9111.00	Fruit Canner	n/a	04,06
51-9111.00	Fruit Grader Operator	n/a	08
51-9111.00	Gelatin Dynamite Packing Operator	n/a	08
51-9111.00	Glass Vial Filler	n/a	04,06
51-9111.00	Ham Rolling Machine Operator	n/a	04,06
51-9111.00	Hot Kettle Tender	n/a	04,06
51-9111.00	Icicle Machine Operator	n/a	04,06
51-9111.00	Insulation Packer	n/a	04,06,08
51-9111.00	Jar Capper	n/a	04,06
51-9111.00	Jar Filler	n/a	04,06
51-9111.00	Keg Filler	n/a	04,06
51-9111.00	Keg Header	n/a	04,06
51-9111.00	Label Manager	n/a	10
51-9111.00	Labeler	n/a	04,06
51-9111.00	Labeling Machine Operator	n/a	04,06
51-9111.00	Level Glass Vial Filler	n/a	08
51-9111.00	Link Machine Operator	n/a	04,06
51-9111.00	Linking Machine Operator	n/a	08
51-9111.00	Loading Machine Adjuster	n/a	04,06
51-9111.00	Loading Machine Operator	n/a	04,06
51-9111.00	Loading Unit Operator	n/a	08
51-9111.00	Loading Unit Tool Setter	n/a	04,06
51-9111.00	Lumber Tying Machine Operator	n/a	08
51-9111.00	Machine Crater	n/a	04,06
51-9111.00	Machine Operator	n/a	02,10
51-9111.00	Machine Package Sealer	n/a	08
51-9111.00	Machine Packager	n/a	08
51-9111.00	Machine Packer	n/a	04,06
51-9111.00	Machine Preservative Filler	n/a	08
51-9111.00	Machine Quilt Stuffer	n/a	08
51-9111.00	Manifold Operator	n/a	04,06
51-9111.00	Masking Machine Operator	n/a	04,06
51-9111.00	Meal Packer	n/a	04,06
51-9111.00	Meat Molder	n/a	04,06,08
51-9111.00	Meat Stuffer	n/a	04,06
51-9111.00	Milk Bottler	n/a	04,06
51-9111.00	Milk Bottling Machine Operator	n/a	04,06
51-9111.00	Nester	n/a	04,06
51-9111.00	Order Packer	n/a	08
51-9111.00	Oxygen Tank Filler	n/a	04,06
51-9111.00	Packaging Associate	n/a	10
51-9111.00	Packaging Line Operator	n/a	10
51-9111.00	Packaging Machine Operator	n/a	02,04,06,10
51-9111.00	Packaging Operator	n/a	02,10
51-9111.00	Packaging Specialist	n/a	10
51-9111.00	Packaging Technician	n/a	10
51-9111.00	Packer Inspector	n/a	02
51-9111.00	Packing Attendant	n/a	02
51-9111.00	Packing Machine Operator	n/a	02,04,06
51-9111.00	Packing Machine Pilot Can Router	n/a	08
51-9111.00	Packing Operator	n/a	10
51-9111.00	Plug Overwrap Machine Tender	n/a	08
51-9111.00	Potato Chip Packaging Machine Operator	n/a	04
51-9111.00	Potato Chip Sacking Machine Operator	n/a	04,06
51-9111.00	Pouch Maker	n/a	04,06
51-9111.00	Preservative Filler Machine Operator	n/a	04,06
51-9111.00	Produce Wrapper	n/a	04,06
51-9111.00	Production Packager	n/a	04,06,10
51-9111.00	Punchboard Filling Machine Operator	n/a	04,06
51-9111.00	Rack Room Worker	n/a	04,06
51-9111.00	Rim Fire Priming Operator	n/a	08
51-9111.00	Rock Room Worker	n/a	04,06
51-9111.00	Roll Finisher	n/a	04,06,08
51-9111.00	Sand Slinger Operator	n/a	08
51-9111.00	Sausage Canner	n/a	04,06
51-9111.00	Sausage Stuffer	n/a	04,06
51-9111.00	Scrap Baller	n/a	08
51-9111.00	Seal Extrusion Operator	n/a	04,06
51-9111.00	Sealer	n/a	04,06
51-9111.00	Sealer Operator	n/a	04,06
51-9111.00	Sealing Machine Operator	n/a	04,06
51-9111.00	Sectionizer	n/a	04,06
51-9111.00	Snuff Packing Machine Operator	n/a	08
51-9111.00	Soft Work Wrapper Examiner	n/a	08
51-9111.00	Stapling Machine Operator	n/a	04,06
51-9111.00	Strap Machine Operator	n/a	04,06
51-9111.00	Strapping Machine Operator	n/a	04,06
51-9111.00	Stuffer	n/a	04,06,08
51-9111.00	Stuffing Machine Operator	n/a	04,06
51-9111.00	Tank Filler	n/a	04,06
51-9111.00	Tape Fastener Machine Operator	n/a	08
51-9111.00	Tea Bag Packer	n/a	04,06
51-9111.00	Tobacco Packing Machine Operator	n/a	08
51-9111.00	Tobacco Wrapping Machine Tender	n/a	04,06
51-9111.00	Toy Stuffer	n/a	04,06
51-9111.00	Tracer Bullet Charging Machine Operator	n/a	08
51-9111.00	Tray Casting Machine Operator	n/a	08
51-9111.00	Tying Machine Operator	n/a	04,06
51-9111.00	Vacuum Closing Machine Operator	n/a	04,06
51-9111.00	Vegetable Canner	n/a	04,06
51-9111.00	Wrapper Layer	n/a	04,06,08
51-9111.00	Wrapping Machine Operator	n/a	04,06
51-9111.00	Yeast Cutting and Wrapping Machine Operator	n/a	08
51-9123.00	Air Brush Decorator	n/a	04,06
51-9123.00	Air Brush Operator	n/a	04,06
51-9123.00	Airbrush Painter	n/a	08
51-9123.00	Art Gilder	n/a	04,06
51-9123.00	Babbitter	n/a	08
51-9123.00	Bake Off Decorator	n/a	10
51-9123.00	Bakery Decorator	n/a	09
51-9123.00	Balloon Dipper	n/a	04,06,08
51-9123.00	Banner Painter	n/a	04,06
51-9123.00	Barrel Coater	n/a	04,06
51-9123.00	Barrel Liner	n/a	08
51-9123.00	Battery Container Finishing Hand	n/a	08
51-9123.00	Bisque Ware Dipper	n/a	04,06
51-9123.00	Blocker	n/a	08
51-9123.00	Bottom Painter	n/a	08
51-9123.00	Bowling Pin Refinisher	n/a	04,06
51-9123.00	Braze Applicator	n/a	10
51-9123.00	Brush Hand	n/a	04,06
51-9123.00	Brush Painter	n/a	04,06,08
51-9123.00	Brusher	n/a	04,06
51-9123.00	Bun Icer	n/a	04,06
51-9123.00	Button Spindler	n/a	04,06,08
51-9123.00	Cake Decorator	n/a	02,08
51-9123.00	Carroter	n/a	08
51-9123.00	Ceramic Painter	n/a	02,04
51-9123.00	Chalker	n/a	08
51-9123.00	China Decorator	n/a	04,06
51-9123.00	Clip Coater	n/a	08
51-9123.00	Clock Hands Dipper	n/a	08
51-9123.00	Clock Hands Painter	n/a	08
51-9123.00	Coater	n/a	04,10
51-9123.00	Coating Technician	n/a	10
51-9123.00	Colorer	n/a	08
51-9123.00	Cork Painter	n/a	08
51-9123.00	Decal Applier	n/a	04,06,08
51-9123.00	Decal Decorator	n/a	04,06
51-9123.00	Decal Maker	n/a	04,06
51-9123.00	Decaler	n/a	02
51-9123.00	Decorator	n/a	02,04,08,10
51-9123.00	Design Painter	n/a	04,06
51-9123.00	Dial Marker	n/a	04,06,08
51-9123.00	Dial Painter	n/a	04,06
51-9123.00	Dial Refinisher	n/a	08
51-9123.00	Dipper	n/a	08
51-9123.00	Drawer Waxer	n/a	04,06,08
51-9123.00	Drier	n/a	08
51-9123.00	Duller	n/a	04,06
51-9123.00	Duster	n/a	04,06
51-9123.00	Dyer	n/a	08
51-9123.00	Edge Stainer	n/a	04,06
51-9123.00	Electroless Plater	n/a	08
51-9123.00	Electrostatic Painter	n/a	08
51-9123.00	Embossed Lettering Painter	n/a	08
51-9123.00	Enamel Applier	n/a	04,06
51-9123.00	Enamel Finisher	n/a	04,06
51-9123.00	Enameler	n/a	04,06,08
51-9123.00	Enrobing Machine Corder	n/a	08
51-9123.00	Filler	n/a	04,06
51-9123.00	Film Coater	n/a	04,06
51-9123.00	Finisher	n/a	04,08
51-9123.00	Foam Gun Operator	n/a	04,06
51-9123.00	Fur Blender	n/a	04,06
51-9123.00	Furniture Stainer	n/a	04,06
51-9123.00	Gilder	n/a	04,06,08
51-9123.00	Glass Bulb Silverer	n/a	08
51-9123.00	Glass Decorator	n/a	02,04,06
51-9123.00	Glass Tinter	n/a	04,06,08
51-9123.00	Glaze Sprayer	n/a	04,06
51-9123.00	Glazer	n/a	02,04,06,10
51-9123.00	Gold Letterer	n/a	04,06
51-9123.00	Hand Bander	n/a	04,06
51-9123.00	Hand Candle Dipper	n/a	04,06
51-9123.00	Hand Candy Dipper	n/a	08
51-9123.00	Hand Decorator	n/a	02,04,06
51-9123.00	Hand Funnel Coater	n/a	04,06
51-9123.00	Hand Painter	n/a	02,04,06,08
51-9123.00	Hand Sign Writer	n/a	04,06
51-9123.00	Hand Sprayer	n/a	08
51-9123.00	Hand Striper	n/a	04,06,08
51-9123.00	Hand Touch Up Painter	n/a	04,06
51-9123.00	Hat Sprayer	n/a	04,06
51-9123.00	Highlighter	n/a	04,06
51-9123.00	Impressed Lettering Painter	n/a	08
51-9123.00	In Mold Coater	n/a	02
51-9123.00	Inker	n/a	08
51-9123.00	Inlayer	n/a	04,06,08
51-9123.00	Japanner	n/a	04,06
51-9123.00	Jewelry Enameler	n/a	04,06
51-9123.00	Keg Varnisher	n/a	04,06,08
51-9123.00	Lacquer Sprayer	n/a	02,04,06
51-9123.00	Lacquerer	n/a	04,06,08
51-9123.00	Latexer	n/a	04,06,08
51-9123.00	Leather Coater	n/a	08
51-9123.00	Lens Coater	n/a	04,06
51-9123.00	Lens Coating Technician	n/a	09
51-9123.00	Letterer	n/a	04,06,08
51-9123.00	Lighting Fixtures Decorator	n/a	08
51-9123.00	Liner	n/a	08
51-9123.00	Luster Applicator	n/a	04,06,08
51-9123.00	Mannequin Coloring Artist	n/a	08
51-9123.00	Mannequin Decorator	n/a	08
51-9123.00	Mannequin Refinisher	n/a	04,06
51-9123.00	Manugrapher	n/a	08
51-9123.00	Map Colorer	n/a	04,06
51-9123.00	Masker	n/a	08,10
51-9123.00	Mirror Maker	n/a	04,06
51-9123.00	Mirror Painter	n/a	08
51-9123.00	Mirror Silverer	n/a	04,06
51-9123.00	Neckties Painter	n/a	04,06
51-9123.00	Neon Sign Maker	n/a	04,06
51-9123.00	Opaquer	n/a	04,06,08
51-9123.00	Optical Glass Silverer	n/a	04,06
51-9123.00	Oxidizer	n/a	04,06,08
51-9123.00	Painter	n/a	02,04,08,10
51-9123.00	Painting Technician	n/a	04,06
51-9123.00	Painting Worker	n/a	10
51-9123.00	Panel Edge Painter	n/a	08
51-9123.00	Panman	n/a	04,06
51-9123.00	Paper Stripper	n/a	04,06
51-9123.00	Paster	n/a	04,08
51-9123.00	Pattern Painter	n/a	04,06
51-9123.00	Pinner	n/a	08
51-9123.00	Plate Painter	n/a	04,06,08
51-9123.00	Porcelain Enamel Repairer	n/a	08
51-9123.00	Porcelain Enameler	n/a	04,06
51-9123.00	Porcelain Finish Sprayer	n/a	04,06
51-9123.00	Pottery Decorator	n/a	02
51-9123.00	Powder Coat Painter	n/a	10
51-9123.00	Powder Coater	n/a	09,10
51-9123.00	Powderer	n/a	08
51-9123.00	Print Decorator	n/a	04,06
51-9123.00	Production Metal Sprayer	n/a	08
51-9123.00	Putty Glazer	n/a	04,06
51-9123.00	Resin Coater	n/a	08
51-9123.00	Rug Backing Stenciler	n/a	08
51-9123.00	Rug Touch-Up Painter	n/a	08
51-9123.00	Shader	n/a	04,06
51-9123.00	Shellacker	n/a	08
51-9123.00	Sign Artist	n/a	04,06
51-9123.00	Sign Fabricator	n/a	09
51-9123.00	Sign Letterer	n/a	04,06
51-9123.00	Sign Painter	n/a	02,04,06
51-9123.00	Sign Writer	n/a	04,06
51-9123.00	Silicator	n/a	04,06
51-9123.00	Silk-Screen Operator	n/a	02
51-9123.00	Silver Spray Worker	n/a	08
51-9123.00	Silverer	n/a	04,06,08
51-9123.00	Ski Edge Painter	n/a	08
51-9123.00	Smoking Pipe Liner	n/a	08
51-9123.00	Soaper	n/a	04,06
51-9123.00	Spray Gun Operator	n/a	04,06
51-9123.00	Spray Gun Striper	n/a	08
51-9123.00	Spray Gunner	n/a	04,06
51-9123.00	Spray Painter	n/a	02,04,06,08
51-9123.00	Spray Technician (Spray Tech)	Spray Tech	10
51-9123.00	Sprayer	n/a	02,04
51-9123.00	Stager	n/a	04,06,08
51-9123.00	Stainer	n/a	04,06,08
51-9123.00	Starcher	n/a	08
51-9123.00	Stenciler	n/a	04,06,08
51-9123.00	Stiffener	n/a	08
51-9123.00	Stove Refinisher	n/a	04,06,08
51-9123.00	Striper	n/a	04,10
51-9123.00	Stripper	n/a	04
51-9123.00	Thermal Spray Operator	n/a	10
51-9123.00	Tile Decorator	n/a	04,06,08
51-9123.00	Tinter	n/a	10
51-9123.00	Touch-Up Painter	n/a	08
51-9123.00	Toy Painter	n/a	04,06
51-9123.00	Tracer	n/a	08
51-9123.00	Trademark Affixer	n/a	04,06
51-9123.00	Under Seal Operator	n/a	04,06
51-9123.00	Undercoater	n/a	04,06,08
51-9123.00	Wallcovering Texturer	n/a	08
51-9123.00	Watch Hands Dipper	n/a	08
51-9123.00	Watch Hands Painter	n/a	08
51-9123.00	Waxer	n/a	10
51-9123.00	White Shoe Ragger	n/a	08
51-9123.00	Window Tinter	n/a	09
51-9123.00	Wiper	n/a	04,06,08
51-9123.00	Wood Stainer	n/a	04,06
51-9124.00	Abrasive Coating Machine Operator	n/a	08
51-9124.00	Abrasive Coating Machine Setup Operator	n/a	08
51-9124.00	Air Drier	n/a	08
51-9124.00	Air Drier Machine Operator	n/a	08
